recovery_id,product_id,recovery_center_id,recovery_center_name,recovery_date,material_type,weight_recovered,condition,recycling_method,recovered_by,circular_credit_amount,gps_lat,gps_lon,verification_hash
REC-20260216-92527,E-WM007202602261731013304,R006,Pune Recycling,1771242891.414114,E-Waste PCB,37.19,good,pyrolysis,Collector-71,1673.37,12.854644135643726,77.54596516249107,5b3d3079cbd903ef
REC-20260216-24064,E-WM005202602261731013528,R006,Pune Recycling,1771243441.078653,E-Waste PCB,21.99,damaged,pyrolysis,Collector-93,989.59,12.816401165142814,77.7278852241199,2d51087ecb688a47
REC-20260216-62450,PAPM003202602261731011981,R004,Chennai Green Center,1771244068.68401,Paper/Cardboard,10.05,damaged,pyrolysis,Collector-97,80.41,13.097342295278194,77.54680428551353,a5591c9bdfec6a88
REC-20260216-89401,PETM005202602261731013496,R002,Mumbai Waste Warriors,1771244156.375639,PET Plastic,14.57,damaged,composting,Collector-14,218.5,12.5579941116052,77.64940943268356,5580333e646a7801
REC-20260216-87976,GLAM002202602261731011890,R007,Ahmedabad Waste,1771244797.829135,Glass,31.17,good,composting,Collector-36,155.83,12.977860883447773,77.77441690690809,291d51083c263f2a
REC-20260216-18807,COPM007202602261731016847,R007,Ahmedabad Waste,1771244919.809715,Copper,17.42,damaged,pyrolysis,Collector-91,609.83,12.919103872838331,77.67657146456139,88f4c0f317c8f426
REC-20260216-68332,E-WM005202602261731012486,R007,Ahmedabad Waste,1771245004.529793,E-Waste PCB,19.46,good,pyrolysis,Collector-9,875.92,12.66244436389774,78.00083895999708,730249db2df00361
REC-20260216-12620,PAPM008202602261731015057,R008,Hyderabad Green,1771245865.99277,Paper/Cardboard,29.8,good,pyrolysis,Collector-39,238.38,13.3936639414726,77.45622469997554,166271d689482c7c
REC-20260216-85321,ALUM008202602261731017812,R007,Ahmedabad Waste,1771247313.482777,Aluminum,10.92,damaged,mechanical,Collector-6,382.26,13.054141190964005,77.59532239860627,043a85f1f6f27172
REC-20260216-74659,PAPM008202602261731011993,R005,Kolkata Recovery,1771247336.916984,Paper/Cardboard,13.57,good,pyrolysis,Collector-79,108.56,12.48594745816149,77.22853219439376,635602708d9eba99
REC-20260216-78036,STEM003202602261731018852,R008,Hyderabad Green,1771248175.452815,Steel,43.05,damaged,pyrolysis,Collector-16,1506.66,12.7435776380259,78.00691914657381,55748deb30705472
REC-20260216-22263,COPM006202602261731012789,R003,Bengaluru E-Parisara,1771249014.652192,Copper,5.92,excellent,composting,Collector-14,207.19,12.73821870721267,77.20021146686928,07a89424cfe4e4a6
REC-20260216-53160,HDPM004202602261731013468,R001,Delhi Recycling Hub,1771249669.730083,HDPE Plastic,10.93,excellent,composting,Collector-44,163.92,12.694324369003729,77.83275940669063,1a0e32963200b464
REC-20260216-69680,STEM004202602261731018695,R008,Hyderabad Green,1771250055.71078,Steel,18.51,damaged,composting,Collector-99,648.02,13.074026399084012,77.9775139563407,aa8bce7e3ed640ec
REC-20260216-85063,HDPM002202602261731017103,R002,Mumbai Waste Warriors,1771250158.497962,HDPE Plastic,41.07,good,chemical,Collector-93,616.04,12.706280383714734,77.34136710432789,af1a5157ccb52315
REC-20260216-24970,GLAM005202602261731019104,R008,Hyderabad Green,1771250374.303851,Glass,15.65,good,chemical,Collector-91,78.23,13.114874731160445,77.40418222816703,53e070132eb505cf
REC-20260216-64561,GLAM006202602261731018627,R004,Chennai Green Center,1771251208.364649,Glass,22.71,good,pyrolysis,Collector-71,113.53,12.630217707270063,77.58869408433493,4744d2672a4bbfd8
REC-20260216-90889,ALUM001202602261731013548,R002,Mumbai Waste Warriors,1771252669.512159,Aluminum,0.85,excellent,pyrolysis,Collector-33,29.91,13.308729496892102,77.75776433659622,40a06c7d2da674de
REC-20260216-53153,PAPM001202602261731015218,R004,Chennai Green Center,1771253892.169975,Paper/Cardboard,29.33,damaged,chemical,Collector-52,234.63,13.12830254303812,77.7229800224893,d895cd1e4255cc76
REC-20260216-95822,LITM003202602261731016884,R003,Bengaluru E-Parisara,1771253980.662992,Lithium Battery,32.94,good,composting,Collector-23,1482.48,12.871948035802456,77.96649067324975,15ee888c2ad3b734
REC-20260216-46803,COPM006202602261731019019,R007,Ahmedabad Waste,1771254181.106945,Copper,35.27,excellent,pyrolysis,Collector-33,1234.5,12.527352540577711,77.46448322019528,474ef2e690758d29
REC-20260216-11464,PETM008202602261731012511,R004,Chennai Green Center,1771254265.301654,PET Plastic,2.44,damaged,mechanical,Collector-72,36.65,13.200155229716437,77.56310316513397,3cee598d03c190e7
REC-20260216-12665,ALUM005202602261731015087,R006,Pune Recycling,1771254316.576466,Aluminum,4.54,excellent,chemical,Collector-8,158.83,13.402084941924537,77.89210878717903,004145fd5e51779f
REC-20260216-22845,E-WM006202602261731015702,R004,Chennai Green Center,1771254627.281977,E-Waste PCB,38.8,excellent,composting,Collector-59,1746.19,12.652471128587507,77.29948818657589,7a7a3eb9792e22c3
REC-20260216-40055,ALUM004202602261731017785,R006,Pune Recycling,1771255976.883828,Aluminum,11.67,excellent,composting,Collector-92,408.47,12.982173011938414,77.8697889045553,81f6c454b01edd52
REC-20260216-13093,PETM003202602261731011034,R002,Mumbai Waste Warriors,1771259314.585125,PET Plastic,1.61,damaged,pyrolysis,Collector-59,24.2,12.51382424856664,77.25863713966046,ab7f0b3f91d712ab
REC-20260216-70225,STEM002202602261731018237,R004,Chennai Green Center,1771259454.391871,Steel,37.0,good,mechanical,Collector-16,1295.07,13.2158841621252,77.73666932841323,e2442ef1418a8b7e
REC-20260216-70530,STEM005202602261731014802,R007,Ahmedabad Waste,1771260077.942241,Steel,21.45,end_of_life,chemical,Collector-16,750.81,13.406433025678613,77.82954595211937,f3704eadea65c235
REC-20260216-19799,HDPM006202602261731014641,R006,Pune Recycling,1771260085.292859,HDPE Plastic,27.26,excellent,mechanical,Collector-51,408.96,13.17105706394072,77.7041461294232,9e48a68058d36475
REC-20260216-66504,ALUM001202602261731011768,R007,Ahmedabad Waste,1771260225.906531,Aluminum,9.78,excellent,pyrolysis,Collector-27,342.3,12.915212760431642,77.48252227201432,dbbda9d91963bee6
REC-20260216-30338,COPM004202602261731019916,R001,Delhi Recycling Hub,1771260724.457148,Copper,42.46,end_of_life,mechanical,Collector-65,1486.0,13.3854699906502,77.42686902541854,10ba96c9a949bfb9
REC-20260216-50398,PETM007202602261731016843,R006,Pune Recycling,1771261141.358577,PET Plastic,20.47,damaged,composting,Collector-90,307.11,13.39142504162716,78.03105392570255,76dcdcea7a70ec35
REC-20260216-75241,PAPM006202602261731019746,R005,Kolkata Recovery,1771261575.081879,Paper/Cardboard,40.57,good,mechanical,Collector-23,324.59,12.716302379509319,77.31500366377044,2685a674edf80467
REC-20260216-10854,LITM004202602261731011611,R008,Hyderabad Green,1771262481.486714,Lithium Battery,6.54,damaged,pyrolysis,Collector-70,294.5,13.135646153455426,77.62333227813791,5d55da4ebc23953a
REC-20260216-51371,E-WM006202602261731015128,R003,Bengaluru E-Parisara,1771263205.833705,E-Waste PCB,15.07,good,pyrolysis,Collector-97,677.99,12.806503176329969,77.23627508836229,39f6cd0f3e121833
REC-20260216-15804,LITM007202602261731014694,R005,Kolkata Recovery,1771263606.671214,Lithium Battery,14.31,good,mechanical,Collector-88,644.17,12.551581708103708,77.2329880975698,fa38aecb9b968218
REC-20260216-87879,LITM007202602261731019672,R002,Mumbai Waste Warriors,1771265056.256781,Lithium Battery,7.99,good,mechanical,Collector-33,359.46,12.906367947445082,77.72402490851314,caf87dce95eed2c1
REC-20260216-82140,GLAM002202602261731012040,R005,Kolkata Recovery,1771265273.045461,Glass,32.12,damaged,composting,Collector-30,160.61,13.323835298979926,77.39947653032357,ea3fece2942ca579
REC-20260216-18536,ALUM005202602261731015210,R007,Ahmedabad Waste,1771266579.522689,Aluminum,45.51,excellent,mechanical,Collector-94,1592.76,13.378366957919951,77.60429749888434,3f1e4faa2695a880
REC-20260217-95584,PETM008202602261731018066,R001,Delhi Recycling Hub,1771267006.881343,PET Plastic,6.61,good,mechanical,Collector-92,99.18,12.817293913538691,77.99005681577033,d33de211e097054a
REC-20260217-48660,PETM005202602261731014976,R005,Kolkata Recovery,1771267640.765737,PET Plastic,16.08,excellent,mechanical,Collector-26,241.16,12.89261585855008,77.92867664760634,242e1ef76df09c2c
REC-20260217-99557,GLAM006202602261731015530,R006,Pune Recycling,1771267697.49808,Glass,43.3,excellent,mechanical,Collector-73,216.5,13.293269290994793,77.75762934758805,94f769ba23a93668
REC-20260217-29114,COPM006202602261731014923,R007,Ahmedabad Waste,1771269038.982705,Copper,34.36,excellent,chemical,Collector-78,1202.46,12.613632138437428,77.44275106724771,db674e4ea7c6b3b5
REC-20260217-39180,E-WM003202602261731014277,R007,Ahmedabad Waste,1771270073.029343,E-Waste PCB,31.87,excellent,composting,Collector-49,1434.29,13.080198002242728,77.35750154008339,087e18d5b3031a67
REC-20260217-63227,E-WM005202602261731015567,R001,Delhi Recycling Hub,1771270792.183297,E-Waste PCB,26.43,damaged,chemical,Collector-99,1189.21,13.197472632006278,77.49546356875297,d83a6aa020485b0b
REC-20260217-91277,HDPM007202602261731016799,R002,Mumbai Waste Warriors,1771271204.647906,HDPE Plastic,8.24,end_of_life,pyrolysis,Collector-32,123.58,12.912434724525301,77.65067120608082,02691ffe628041e5
REC-20260217-86716,E-WM004202602261731017369,R002,Mumbai Waste Warriors,1771271369.003077,E-Waste PCB,21.98,damaged,composting,Collector-52,988.9,12.533042060326338,77.27838396435016,bb32e8dc9a60bae7
REC-20260217-41751,COPM005202602261731016385,R003,Bengaluru E-Parisara,1771271514.511685,Copper,36.51,good,mechanical,Collector-73,1277.99,13.22745506580379,77.68135218091058,a132ab6c2056b35e
REC-20260217-41370,STEM001202602261731014376,R007,Ahmedabad Waste,1771273355.247332,Steel,27.23,damaged,mechanical,Collector-23,953.16,12.579617261724396,77.88403489140755,61a07fa5fa9ab8b5
REC-20260217-98765,HDPM006202602261731017061,R001,Delhi Recycling Hub,1771274096.528032,HDPE Plastic,5.73,excellent,mechanical,Collector-28,86.02,12.981052747777769,77.74092576198971,e396d4be4495aef8
REC-20260217-94856,GLAM006202602261731018431,R007,Ahmedabad Waste,1771275921.985699,Glass,15.2,good,composting,Collector-94,75.99,13.216083698084415,77.54753473323981,d96ca594aa1c6a7e
REC-20260217-56648,E-WM001202602261731012638,R004,Chennai Green Center,1771276129.156369,E-Waste PCB,7.82,excellent,mechanical,Collector-9,352.03,13.25464748040501,77.18826773295291,f9caf1eb85288500
REC-20260217-87574,E-WM004202602261731016848,R001,Delhi Recycling Hub,1771277502.042248,E-Waste PCB,39.43,damaged,pyrolysis,Collector-19,1774.43,13.11585080531223,77.94197944303322,1df731dcd90fd2b1
REC-20260217-72244,LITM001202602261731014253,R005,Kolkata Recovery,1771278254.424506,Lithium Battery,24.84,good,pyrolysis,Collector-80,1117.99,12.546903131799004,77.41537678300455,d3bfa84b0415e467
REC-20260217-82405,PETM005202602261731016072,R006,Pune Recycling,1771279937.106417,PET Plastic,46.02,excellent,composting,Collector-47,690.26,12.961197490033419,77.87995390734466,51a78fd85e359949
REC-20260217-88684,GLAM003202602261731012696,R004,Chennai Green Center,1771280474.722298,Glass,29.76,end_of_life,mechanical,Collector-5,148.81,12.747458874394555,77.20542932578766,cb734a7c11c8761f
REC-20260217-64107,STEM007202602261731013795,R002,Mumbai Waste Warriors,1771280892.759977,Steel,7.77,damaged,composting,Collector-53,271.8,13.155250688641573,78.02787633468805,13d55b5e1276deca
REC-20260217-13427,PAPM001202602261731017650,R007,Ahmedabad Waste,1771281159.942978,Paper/Cardboard,6.9,good,mechanical,Collector-91,55.22,12.84820462306853,77.17220668921374,f94e6c8b80a8c11e
REC-20260217-93175,HDPM008202602261731019411,R008,Hyderabad Green,1771281612.383534,HDPE Plastic,24.27,end_of_life,chemical,Collector-42,364.02,12.60877554850802,77.75147493416802,211a208ba2d5780a
REC-20260217-53044,ALUM007202602261731016421,R002,Mumbai Waste Warriors,1771283112.865111,Aluminum,24.83,end_of_life,mechanical,Collector-12,868.95,13.106494321079676,77.42990061598616,b19360d3f1aad13b
REC-20260217-38674,PETM005202602261731018454,R005,Kolkata Recovery,1771283579.166625,PET Plastic,1.54,end_of_life,chemical,Collector-72,23.16,12.708305747120704,77.43426936012834,7681d533960589bd
REC-20260217-47716,E-WM004202602261731016855,R008,Hyderabad Green,1771285182.975907,E-Waste PCB,2.63,good,composting,Collector-23,118.41,12.552933175990088,77.47997527585825,f9453f4ef850acc3
REC-20260217-49164,STEM002202602261731018287,R008,Hyderabad Green,1771285693.038524,Steel,12.3,good,mechanical,Collector-7,430.64,13.077704952404106,77.09994590971611,1ad7ca5b1fb655ed
REC-20260217-27367,PAPM008202602261731015172,R004,Chennai Green Center,1771285918.593748,Paper/Cardboard,7.39,good,composting,Collector-95,59.11,12.593581911351063,77.45664930582166,6df95e8065f500b7
REC-20260217-70233,LITM004202602261731012119,R001,Delhi Recycling Hub,1771288347.982502,Lithium Battery,25.64,damaged,chemical,Collector-15,1154.02,12.847780016940202,77.31615013035072,800ddf62d11684cb
REC-20260217-74872,HDPM008202602261731013077,R007,Ahmedabad Waste,1771288363.179434,HDPE Plastic,30.29,good,mechanical,Collector-23,454.31,12.751074767176117,77.51332627482762,a77b82df9c5517b6
REC-20260217-49752,E-WM005202602261731014320,R007,Ahmedabad Waste,1771288623.093168,E-Waste PCB,47.3,excellent,mechanical,Collector-73,2128.6,13.46086201092542,77.93065546366645,630ad464cdf16259
REC-20260217-13104,PETM007202602261731015787,R002,Mumbai Waste Warriors,1771288690.897397,PET Plastic,33.0,good,mechanical,Collector-10,494.95,13.218928760988584,77.40136177373833,ca2bc4cd2cb74477
REC-20260217-39898,PETM002202602261731011527,R002,Mumbai Waste Warriors,1771289667.456897,PET Plastic,18.89,excellent,pyrolysis,Collector-59,283.3,12.542534049087845,77.71338269209551,1a53f69ddae0f8a2
REC-20260217-45627,ORGM003202602261731016498,R005,Kolkata Recovery,1771290820.892676,Organic Waste,27.88,excellent,chemical,Collector-62,83.65,12.55470657454569,77.93656264254062,7942246de007f429
REC-20260217-34592,ORGM008202602261731014732,R001,Delhi Recycling Hub,1771292265.921065,Organic Waste,9.62,damaged,chemical,Collector-42,28.85,13.26277837936587,78.0313764025387,5aa5b4338fe786ed
REC-20260217-59923,PAPM007202602261731015168,R007,Ahmedabad Waste,1771293149.012457,Paper/Cardboard,20.44,excellent,chemical,Collector-89,163.56,13.11157395061436,77.39871427114686,ec35bbdcc557ad33
REC-20260217-61152,ALUM001202602261731012400,R005,Kolkata Recovery,1771293343.356528,Aluminum,44.86,damaged,mechanical,Collector-39,1570.16,12.986147694664606,77.29543246630367,5fd00a7ccba5d118
REC-20260217-62159,STEM003202602261731011740,R001,Delhi Recycling Hub,1771294415.406222,Steel,9.16,good,chemical,Collector-47,320.57,13.46949773676139,78.02460172539593,6485d9c02d401788
REC-20260217-94941,GLAM005202602261731016515,R006,Pune Recycling,1771294613.473608,Glass,31.95,damaged,chemical,Collector-93,159.73,12.652296496703395,77.23308751586194,f9839b0ed140b3f1
REC-20260217-60937,HDPM003202602261731015487,R004,Chennai Green Center,1771294802.774171,HDPE Plastic,11.63,end_of_life,pyrolysis,Collector-37,174.47,13.06190755010784,77.37734057407921,09756b58b5ff81d8
REC-20260217-54808,PETM003202602261731012563,R002,Mumbai Waste Warriors,1771295112.434691,PET Plastic,29.4,good,pyrolysis,Collector-61,441.02,13.367105066491469,77.8314713869767,e82335116e5f6b1d
REC-20260217-20430,PETM008202602261731018885,R002,Mumbai Waste Warriors,1771295257.854323,PET Plastic,44.59,excellent,pyrolysis,Collector-96,668.82,13.356221926421282,77.8691976313469,05894f8c1c57199d
REC-20260217-12883,ORGM007202602261731015568,R005,Kolkata Recovery,1771296257.794886,Organic Waste,9.0,good,chemical,Collector-5,26.99,12.89357879206971,77.43193352185095,5bee4f9f19931fbd
REC-20260217-62673,GLAM005202602261731014245,R005,Kolkata Recovery,1771296807.961969,Glass,1.97,good,mechanical,Collector-34,9.86,12.540633063350281,77.8256652820323,d32e37fa4573c17c
REC-20260217-54471,STEM001202602261731018149,R003,Bengaluru E-Parisara,1771298227.997182,Steel,9.05,good,pyrolysis,Collector-93,316.81,13.465192094637437,77.38060052772073,3eabef982ae2cc0d
REC-20260217-11508,COPM002202602261731018282,R005,Kolkata Recovery,1771300075.931769,Copper,11.23,damaged,pyrolysis,Collector-74,392.99,12.802837772569577,77.57374991741509,2a66ab71d847c13d
REC-20260217-95222,ORGM003202602261731014394,R005,Kolkata Recovery,1771300251.905616,Organic Waste,32.65,good,mechanical,Collector-9,97.96,12.767652919772203,77.47952721877688,4e5c232108c2cfec
REC-20260217-50548,ALUM003202602261731013400,R002,Mumbai Waste Warriors,1771301620.129972,Aluminum,34.3,excellent,mechanical,Collector-90,1200.65,13.45516299853222,77.16677028330484,9804a12f6d68f47a
REC-20260217-67644,LITM006202602261731019407,R001,Delhi Recycling Hub,1771302573.544105,Lithium Battery,10.25,end_of_life,composting,Collector-20,461.09,12.953004347530436,77.97087805276547,2990220a32918abb
REC-20260217-85851,E-WM008202602261731018160,R001,Delhi Recycling Hub,1771303657.913481,E-Waste PCB,32.16,excellent,mechanical,Collector-39,1447.28,13.181029474371432,77.73192410313268,c638d8026b013300
REC-20260217-38723,LITM005202602261731018925,R007,Ahmedabad Waste,1771305159.896609,Lithium Battery,15.38,good,composting,Collector-35,692.3,12.764755435318644,77.97918571204512,ba910be395d06925
REC-20260217-61143,GLAM008202602261731014753,R007,Ahmedabad Waste,1771305174.020944,Glass,38.57,damaged,composting,Collector-91,192.83,12.783449280314604,77.19444584043903,b30f09be85117c01
REC-20260217-93372,PAPM004202602261731011587,R008,Hyderabad Green,1771305360.31041,Paper/Cardboard,22.31,excellent,pyrolysis,Collector-79,178.51,12.770743637218715,77.23941703022408,9ce9856ea4178bd2
REC-20260217-86149,PETM001202602261731015029,R008,Hyderabad Green,1771306849.700239,PET Plastic,17.31,good,composting,Collector-11,259.58,12.570553599425203,77.96839887401157,9533899a900d0ca8
REC-20260217-42015,E-WM003202602261731013091,R004,Chennai Green Center,1771307538.389408,E-Waste PCB,24.46,damaged,chemical,Collector-50,1100.5,13.41903778736848,77.34167022754639,6cd2b4175659a6c5
REC-20260217-87887,HDPM006202602261731016536,R004,Chennai Green Center,1771308198.313344,HDPE Plastic,10.46,excellent,chemical,Collector-10,156.86,12.578708219452135,78.0031437430045,e3779c8cc5abc26e
